-0.0160027	-0.22129	0.671
-0.0247316	-0.218202	0.665
-0.0236581	-0.21853	0.666
-0.0225813	-0.218858	0.667
-0.0215012	-0.219186	0.668
-0.0204177	-0.219514	0.669
-0.0193309	-0.219842	0.67
-0.0182136	-0.219842	0.67
-0.0170962	-0.219842	0.67
-0.0160027	-0.220171	0.671
-0.0148837	-0.220171	0.671
-0.0137853	-0.220499	0.672
-0.0126646	-0.220499	0.672
-0.0115439	-0.220499	0.672
-0.0104388	-0.220827	0.673
-0.00931645	-0.220827	0.673
-0.026828	-0.216113	0.662
-0.0257629	-0.21644	0.663
-0.0246944	-0.216766	0.664
-0.0236226	-0.217093	0.665
-0.0225813	-0.217746	0.667
-0.021469	-0.217746	0.667
-0.0203872	-0.218072	0.668
-0.019302	-0.218399	0.669
-0.0181864	-0.218399	0.669
-0.0170962	-0.218725	0.67
-0.0159789	-0.218725	0.67
-0.0148837	-0.219052	0.671
-0.0137648	-0.219052	0.671
-0.0126458	-0.219052	0.671
-0.0115439	-0.219378	0.672
-0.0104233	-0.219378	0.672
-0.00931645	-0.219704	0.673
-0.00818194	-0.219378	0.672
-0.00707178	-0.219704	0.673
-0.00594945	-0.219704	0.673
-0.0483906	-0.212736	0.655
-0.0472983	-0.212736	0.655
-0.046206	-0.212736	0.655
-0.0310552	-0.21371	0.658
-0.0300034	-0.214035	0.659
-0.0289482	-0.21436	0.66
-0.0278476	-0.21436	0.66
-0.0267875	-0.214685	0.661
-0.025724	-0.215009	0.662
-0.0246944	-0.215659	0.664
-0.0236226	-0.215984	0.665
-0.0225475	-0.216309	0.666
-0.021469	-0.216633	0.667
-0.0203872	-0.216958	0.668
-0.019302	-0.217283	0.669
-0.0181864	-0.217283	0.669
-0.0170962	-0.217608	0.67
-0.0159789	-0.217608	0.67
-0.0148837	-0.217933	0.671
-0.0137648	-0.217933	0.671
-0.0126646	-0.218257	0.672
-0.0115439	-0.218257	0.672
-0.0104233	-0.218257	0.672
-0.0093026	-0.218257	0.672
-0.00818194	-0.218257	0.672
-0.00707178	-0.218582	0.673
-0.00594945	-0.218582	0.673
-0.00482711	-0.218582	0.673
-0.0548606	-0.211321	0.654
-0.05377	-0.211321	0.654
-0.0526793	-0.211321	0.654
-0.0515887	-0.211321	0.654
-0.0505752	-0.211644	0.655
-0.0494829	-0.211644	0.655
-0.0483906	-0.211644	0.655
-0.0472983	-0.211644	0.655
-0.046206	-0.211644	0.655
-0.0451137	-0.211644	0.655
-0.0440214	-0.211644	0.655
-0.0429946	-0.211967	0.656
-0.0418367	-0.211644	0.655
-0.0408066	-0.211967	0.656
-0.0397126	-0.211967	0.656
-0.0386187	-0.211967	0.656
-0.0375247	-0.211967	0.656
-0.0364862	-0.21229	0.657
-0.0353906	-0.21229	0.657
-0.0342949	-0.21229	0.657
-0.0331993	-0.21229	0.657
-0.0321036	-0.21229	0.657
-0.031008	-0.21229	0.657
-0.0299578	-0.212613	0.658
-0.0289482	-0.213259	0.66
-0.0278476	-0.213259	0.66
-0.0267875	-0.213582	0.661
-0.025724	-0.213905	0.662
-0.0246944	-0.214552	0.664
-0.0235871	-0.214552	0.664
-0.0225475	-0.215198	0.666
-0.021469	-0.215521	0.667
-0.0203567	-0.215521	0.667
-0.0192732	-0.215844	0.668
-0.0181864	-0.216167	0.669
-0.0170707	-0.216167	0.669
-0.0159789	-0.21649	0.67
-0.0148616	-0.21649	0.67
-0.0137442	-0.21649	0.67
-0.0126458	-0.216814	0.671
-0.0115439	-0.217137	0.672
-0.0104233	-0.217137	0.672
-0.0093026	-0.217137	0.672
-0.00818194	-0.217137	0.672
-0.00707178	-0.21746	0.673
-0.00594061	-0.217137	0.672
-0.00481994	-0.217137	0.672
-0.00370478	-0.21746	0.673
-0.00258245	-0.21746	0.673
-0.00146228	-0.217783	0.674
-0.0580437	-0.209908	0.653
-0.0569547	-0.209908	0.653
-0.0558657	-0.209908	0.653
-0.0547767	-0.209908	0.653
-0.0536878	-0.209908	0.653
-0.0525988	-0.209908	0.653
-0.0515098	-0.209908	0.653
-0.050498	-0.21023	0.654
-0.0494074	-0.21023	0.654
-0.0483167	-0.21023	0.654
-0.0472261	-0.21023	0.654
-0.0461354	-0.21023	0.654
-0.0450448	-0.21023	0.654
-0.0440214	-0.210551	0.655
-0.042929	-0.210551	0.655
-0.0418367	-0.210551	0.655
-0.0407444	-0.210551	0.655
-0.0396521	-0.210551	0.655
-0.0385598	-0.210551	0.655
-0.0374675	-0.210551	0.655
-0.0363752	-0.210551	0.655
-0.0353367	-0.210873	0.656
-0.0342949	-0.211194	0.657
-0.0331993	-0.211194	0.657
-0.0321036	-0.211194	0.657
-0.0310552	-0.211516	0.658
-0.0299578	-0.211516	0.658
-0.0289482	-0.212159	0.66
-0.0278476	-0.212159	0.66
-0.0267875	-0.21248	0.661
-0.025724	-0.212801	0.662
-0.0246572	-0.213123	0.663
-0.0235871	-0.213444	0.664
-0.0224797	-0.213444	0.664
-0.0214368	-0.214087	0.666
-0.0203567	-0.214409	0.667
-0.0192732	-0.21473	0.668
-0.0181592	-0.21473	0.668
-0.0170707	-0.215052	0.669
-0.0159789	-0.215373	0.67
-0.0148616	-0.215373	0.67
-0.0137442	-0.215373	0.67
-0.0126458	-0.215695	0.671
-0.0115096	-0.215373	0.67
